-0.235491,0.063023
-0.848310,0.353135
0.300610,0.761285
-0.462568,-0.130413
0.765021,0.185888
-0.474514,-0.637073
-0.570948,-0.104125
0.043924,0.670712
0.502768,-0.856123
0.468314,0.579371
0.342733,-0.519152
-0.670952,0.722636
-0.624564,0.153187
-0.557008,0.362444
0.446157,0.207501
-0.574533,0.597847
-0.439364,0.726076
0.359132,0.098068
-0.404336,0.344184
-0.724963,-0.639315
-0.469928,-0.199477
-0.276388,-0.040876
-0.370164,0.199166
-0.221463,0.254146
-0.421002,0.107584
-0.023218,-0.045566
-0.739228,0.419774
-0.683123,0.706928
-0.372725,-0.257656
0.304775,0.187911
-0.531580,-0.336093
-0.714021,0.064084
0.424768,-0.461837
0.361539,-0.851620
0.497287,0.057937
-0.774727,0.035639
0.081473,-0.195729
0.758704,-0.596004
-0.182075,0.415699
0.293214,0.286345
-0.374140,0.501748
-0.440315,0.839492
-0.749730,-0.183213
0.666819,-0.524457
0.852426,-0.251708
-0.193454,0.038518
-0.600354,-0.715425
0.114100,-0.489430
0.262285,0.568799
-0.906427,0.402494
0.343996,-0.280566
-0.095758,0.267573
-0.157419,0.463926
0.107065,0.092851
-0.719286,-0.226116
0.522176,-0.151792
-0.386703,0.000826
0.039006,0.003175
-0.067150,-0.034725
-0.313734,-0.848780
-0.028849,0.948551
0.720019,0.064724
0.351045,0.064015
-0.668412,-0.373261
0.719213,0.438653
-0.787463,0.287984
-0.209707,-0.323267
0.023743,0.829299
-0.205426,-0.633825
-0.169551,0.665771
-0.108152,-0.385394
0.921058,0.223436
0.241345,0.640271
-0.337911,-0.039065
0.640198,-0.125374
-0.390661,-0.614890
-0.591972,-0.174584
0.349509,0.431771
-0.345285,0.029417
0.388365,0.449289
0.395592,0.496179
0.215014,0.710318
0.376089,-0.784140
-0.339932,0.297146
-0.062583,-0.898615
-0.137652,-0.422385
-0.023989,0.111266
-0.649120,0.585350
0.496376,-0.613998
0.211417,0.607634
0.336176,0.866132
-0.362949,-0.275459
-0.779280,-0.469565
0.742961,0.544733
-0.424103,0.119050
0.760593,0.235966
-0.583804,0.199889
0.137379,0.353613
0.110993,-0.717893
0.862634,-0.392631
-0.331891,-0.879240
0.745659,-0.634555
-0.427510,0.061080
-0.601911,-0.206790
0.260099,-0.901465
0.403378,0.676295
0.298424,-0.459243
0.029907,-0.400302
-0.459516,-0.038865
-0.123018,0.651477
0.243242,-0.260384
-0.139624,-0.229381
0.790877,-0.411230
-0.381432,0.536536
-0.045785,0.191058
-0.402384,0.352304
0.493353,-0.677789
-0.643456,-0.246548
-0.579254,0.759922
-0.570253,0.719171
-0.699321,0.459655
-0.681131,-0.158837
-0.579211,0.195851
-0.507360,0.664031
0.935467,-0.248514
0.575382,-0.204157
0.522105,0.366259
0.384613,-0.859327
-0.097205,-0.661172
0.331731,0.500411
0.691132,0.315999
0.689542,0.184485
-0.052149,-0.751871
0.292846,0.440491
0.912160,0.228314
-0.808023,0.487542
-0.146199,0.408770
0.747598,0.186486
0.257007,0.438729
-0.497514,-0.053451
-0.376786,-0.859304
-0.007365,-0.438848
-0.800348,-0.201357
-0.071164,0.977779
-0.094670,-0.243824
0.004304,0.367621
0.293671,-0.083536
-0.404065,0.485648
-0.595994,-0.379909
0.199730,0.257807
-0.971139,0.054485
0.014404,0.776459
0.215188,-0.256543
0.217960,0.838403
-0.115848,-0.789405
-0.600446,0.083804
0.009238,0.328391
0.061584,0.914568
-0.915434,0.136358
0.767749,0.088871
-0.496021,0.061420
-0.994665,0.099914
-0.452932,-0.590659
-0.198717,-0.318448
0.525325,0.042254
-0.047037,-0.259487
-0.421084,-0.330137
-0.618481,-0.021529
0.753668,0.390757
-0.693139,-0.184749
0.305325,-0.608572
0.951610,0.073074
0.480299,-0.544411
-0.865506,0.485633
0.555503,-0.318438
0.894974,0.275509
-0.571640,0.562122
0.024375,0.229643
-0.756326,-0.450300
-0.728102,0.196637
0.290214,-0.942391
0.367561,0.869130
-0.272528,0.749079
-0.152400,-0.518860
0.139836,0.154462
0.296392,-0.554839
0.545890,0.248001
0.518235,0.026188
0.703590,0.652729
-0.488178,0.259094
-0.665709,-0.593204
-0.465398,-0.237349
0.409230,0.398891
-0.678199,-0.223209
0.268021,0.049273
0.530413,0.665706
0.270083,-0.173195
-0.889132,-0.184027
0.281831,-0.646017
0.037490,0.616122
-0.239221,0.572092
-0.621227,-0.270303
0.131069,-0.628933
-0.057711,0.239747
-0.364741,-0.648481
-0.361362,-0.042941
0.128310,0.906659
0.319886,0.292364
-0.636450,0.430754
0.059856,0.950499
-0.695518,0.254242
0.957809,0.065261
-0.173666,-0.663418
-0.292352,-0.262754
0.197150,0.342907
0.088765,0.835788
0.843043,0.191141
0.057092,-0.793407
-0.378105,0.165429
-0.355051,0.681751
0.115928,-0.138299
-0.514330,-0.057723
-0.682171,-0.719373
-0.100319,0.025477
0.017874,-0.903169
0.932619,-0.331650
-0.676286,0.675067
-0.025352,-0.805031
0.439795,-0.182309
0.386110,-0.503113
0.024285,-0.991995
0.662316,0.669234
0.689756,-0.221757
-0.469065,0.713194
-0.801347,-0.353122
0.694441,-0.315678
-0.035050,-0.511164
0.037748,0.982823
-0.414333,0.406132
-0.806647,0.049130
-0.391855,0.633148
-0.869965,-0.108894
-0.439660,0.692015
-0.429406,0.091275
0.405209,-0.230754
0.738153,0.099650
0.453569,0.327308
0.111921,-0.581482
-0.598658,-0.598188
0.555801,-0.509196
-0.079902,0.630283
-0.096019,0.113452
-0.320587,0.512126
-0.253400,-0.453765
0.506381,-0.123366
0.437341,0.508641
0.200656,0.239578
0.088956,-0.394135
0.705516,0.462393
-0.845583,-0.182564
-0.032895,-0.717747
-0.627626,-0.477094
-0.226943,0.292472
-0.594076,-0.167399
0.189164,0.152524
0.378836,-0.304455
-0.970842,-0.183823
-0.795814,-0.301857
-0.186142,0.404842
-0.270078,0.716222
0.408939,-0.115660
-0.466342,0.289850
-0.145099,0.500764
0.572104,0.227275
-0.480253,-0.823142
-0.977801,-0.074329
0.009459,0.211362
0.204472,-0.888907
0.515934,-0.256784
-0.310238,-0.348934
0.242863,-0.901299
0.535406,0.776522
0.388551,-0.609693
0.277285,-0.039345
0.617582,0.300954
0.305816,-0.862671
0.477812,0.328015
0.063000,-0.512729
-0.460623,0.141195
-0.124434,-0.553715
0.248548,-0.919962
0.599953,0.487022
-0.329422,-0.157184
0.585722,-0.794017
-0.380662,-0.025726
-0.403710,0.896623
0.197577,0.240745
-0.648799,-0.324611
-0.431240,0.414202
0.162661,0.108137
0.554421,0.803945
-0.814890,-0.344753
-0.857731,-0.093277
-0.372121,0.727991
0.112706,0.247217
-0.297735,0.708996
0.143839,-0.362806
0.016806,-0.553302
0.554835,-0.756332
-0.782306,0.109256
0.221055,0.905600
-0.447407,0.406165
-0.439152,-0.211262
0.191228,-0.296884
-0.568892,-0.191834
0.066324,0.133373
-0.482839,-0.789837
0.770567,-0.559971
-0.448420,0.648505
-0.285902,0.568386
0.747853,0.650038
-0.240706,-0.306351
-0.400751,-0.145901
0.386514,0.160096
0.642836,-0.422258
0.863213,0.338296
