-0.706472,0.189069,49.293528,50.255244
-1.387705,-0.391238,48.187626,49.392204
-1.712843,-0.312374,47.929860,49.495587
0.131771,2.012135,50.100025,52.427642
1.404943,1.738113,51.712852,52.094646
1.028200,-1.557457,51.198270,48.104947
-1.873693,0.459562,47.712713,50.537700
-1.671024,1.087331,47.989400,51.294105
1.338470,0.622504,51.559413,50.608744
1.077396,0.294204,51.212663,50.364600
-1.213009,1.032551,48.427276,51.169904
-1.409784,-0.598432,48.148044,49.285744
-0.829165,-0.122628,48.941654,49.754828
-1.110492,0.597498,48.565674,50.582582
-0.664390,0.762437,49.167912,50.805250
-1.263007,0.322753,48.355969,50.356093
-0.069655,-0.136699,49.781612,49.739642
-1.118175,-0.772969,48.541717,49.050120
0.914326,0.563733,50.986818,50.529403
-1.594740,-1.008278,48.057791,48.700944
-2.142063,0.192251,47.350414,50.176830
1.274305,-1.385512,51.481926,48.204573
1.491861,0.173810,51.772190,50.202068
0.244418,-0.587188,50.234000,49.310699
-0.546225,1.247098,49.327435,51.459542
0.879642,0.859036,50.939995,50.928061
-1.122419,1.505244,48.538726,51.763524
-0.580361,0.115554,49.277541,50.076374
0.342299,-1.468291,50.366138,48.121209
0.786854,1.706396,50.878431,52.051829
1.031988,-0.841699,51.154797,48.938720
-0.287275,0.802719,49.531064,50.848784
-0.472257,1.391779,49.281338,51.644016
0.321195,0.278553,50.309260,50.300233
1.566529,-0.455376,51.847076,49.346967
-1.160108,0.002477,48.494882,49.923720
0.117017,0.009524,50.033620,49.937045
-0.201449,-0.104175,49.603690,49.783550
2.160057,0.194172,52.648339,50.223856
1.053135,0.192045,51.179911,50.226685
-0.629120,-0.969800,49.201942,48.784398
-0.616278,-1.901476,49.237110,47.661477
-0.508654,1.997312,49.367308,52.427817
-0.324456,-1.156182,49.466019,48.542557
0.724034,1.920813,50.793625,52.341291
-1.013734,-0.117196,48.692487,49.762161
1.920593,-0.376122,52.325063,49.453959
-1.171982,-1.844670,48.486909,47.738166
-1.775916,-0.523753,47.813203,49.355052
1.048527,1.295314,51.167989,51.517038
-1.035855,0.088252,48.662623,50.039515
1.165096,1.347867,51.325358,51.587984
1.186776,1.488538,51.354625,51.777889
0.645041,2.130953,50.686984,52.624980
-1.019795,0.891438,48.688115,50.979402
-0.412957,-1.267156,49.346543,48.392742
-0.071968,0.333798,49.778490,50.374814
0.634252,1.822903,50.672419,52.209112
-1.088846,-0.826377,48.581312,48.978018
-1.272308,0.357149,48.343412,50.402526
-1.751413,0.599667,47.880875,50.635758
0.412137,1.060838,50.475270,51.197245
0.332978,-2.153679,50.356679,47.303171
-1.282530,0.183240,48.329612,50.167750
-1.805734,-0.620370,47.772949,49.224620
0.895273,-1.377728,50.970232,48.215081
0.089722,-1.200906,50.025160,48.482179
-1.378548,-0.116595,48.199988,49.762972
-0.369053,1.954430,49.423913,52.349740
0.729726,-0.781151,50.746744,49.020460
-0.418872,-0.688143,49.338558,49.174409
-1.144296,1.609607,48.509192,51.904415
-0.137355,0.573174,49.733456,50.538898
-1.207152,1.056911,48.435183,51.202790
-1.930369,-0.739643,47.604692,49.063601
-2.043394,-0.476510,47.483616,49.274003
-1.737632,0.587552,47.899480,50.619404
1.726146,-0.612471,52.093615,49.244743
1.566315,1.098778,51.860511,51.315413
-0.291615,-1.983516,49.513478,47.532891
0.995194,1.501233,51.159690,51.774858
2.068626,0.553455,52.538630,50.579228
0.878539,1.321472,50.938506,51.552351
-0.438596,1.226309,49.326780,51.420631
0.771022,1.316188,50.793358,51.545218
-1.492543,-0.160352,48.046094,49.703900
-0.022095,-1.316544,49.874207,48.326067
-0.284010,-0.731473,49.520621,49.115913
0.012912,1.102863,49.936317,51.253979
0.881014,-0.250608,50.947548,49.629104
-1.212196,1.456944,48.428374,51.742835
-1.787982,-1.139726,47.796915,48.523489
0.599190,0.773422,50.561385,50.812483
0.645565,-0.769630,50.633126,49.036013
-1.801337,0.251413,47.810394,50.256700
0.027714,0.985173,49.956299,51.095097
-1.488062,0.184260,48.052144,50.169127
-1.358795,-1.771978,48.234712,47.836300
-0.596150,-0.955344,49.246450,48.803914
1.575976,0.126763,51.859829,50.132855
-0.141111,-0.778460,49.713535,49.052481
-1.263252,-0.990410,48.345864,48.756575
-1.855444,-0.064588,47.737349,49.830098
-2.079416,-0.554246,47.403479,49.313887
0.915975,-1.825716,51.046766,47.742798
1.440896,-1.633233,51.755410,48.002651
1.666510,-0.955314,52.013105,48.781904
0.073125,0.688930,50.017604,50.695169
-0.457199,-1.556580,49.289939,48.109255
0.419509,0.463386,50.441983,50.549757
0.889175,-1.664516,51.010586,47.960418
1.637669,0.744004,51.956839,50.836468
1.554705,0.078565,51.831113,50.067788
-1.464535,0.777281,48.087716,50.825289
-1.396194,-0.712048,48.166392,49.132363
1.227689,1.196674,51.409859,51.383873
-2.034598,-0.669628,47.463983,49.158121
0.804063,0.147819,50.843664,50.166980
0.810250,-0.519586,50.855451,49.373573
0.845493,-1.938051,50.951616,47.591147
0.112470,1.848365,50.073969,52.206552
-0.717664,1.716276,49.085146,52.048418
-1.863682,-0.810910,47.694719,48.967391
0.393208,-1.886800,50.437988,47.663458
-0.173133,0.719240,49.685156,50.736088
-1.094224,-1.945443,48.591882,47.602121
-1.084086,-0.128822,48.597512,49.746466
0.959659,0.877092,51.048017,50.952437
-2.086555,0.762726,47.428434,50.855889
-0.520998,-1.990255,49.365738,47.541625
-0.877055,-0.788261,48.867229,49.029476
0.591451,1.028720,50.550937,51.157136
-1.134316,0.496287,48.529701,50.590363
0.347783,-0.414896,50.345153,49.364076
-1.542990,-0.173168,48.159162,49.683515
-0.300958,0.076432,49.469354,50.027370
1.319384,-0.546926,51.542783,49.336664
1.158329,-1.509340,51.373945,48.169906
2.069267,-0.665270,52.556827,49.173463
-0.105151,-1.533491,49.765204,48.140425
-1.242998,1.218396,48.386791,51.420795
-1.175564,1.899444,48.466980,52.295695
-1.288219,0.273825,48.321932,50.290039
1.215627,-0.692261,51.402711,49.140461
2.214459,0.298951,52.721781,50.365309
1.360706,0.981925,51.589431,51.093962
0.335763,-1.744445,50.360437,47.855637
-0.239705,1.890848,49.598533,52.263904
-0.288058,0.340355,49.486768,50.383666
-0.961761,1.536378,48.755614,51.805555
-0.760201,-1.361296,49.024982,48.255878
1.519143,-0.370097,51.783105,49.462094
1.312023,1.525922,51.587409,51.808189
0.601968,0.718735,50.565135,50.738656
0.266867,-1.182405,50.264306,48.507155
-0.098685,-2.153240,49.773933,47.303763
-0.680828,0.877416,49.145720,50.960473
-1.782228,-0.502196,47.804682,49.384155
0.567491,0.457571,50.524292,50.585145
1.136508,-0.913366,51.295900,48.841970
-0.558426,1.214525,49.310963,51.415569
1.226817,-0.346981,51.414381,49.499000
-1.399025,0.869551,48.176155,50.949855
-0.435296,1.502291,49.334485,51.739351
1.716311,0.681825,52.063005,50.752528
0.028377,0.634087,49.957194,50.621132
1.547803,-0.770351,51.852851,49.031605
-0.930714,-1.046802,48.794790,48.680445
1.165654,-1.829079,51.383833,47.738258
0.831856,-0.118035,50.881184,49.808078
1.852746,0.902863,52.247192,51.050929
1.433437,0.984044,51.687618,51.096823
0.189001,-1.538186,50.162310,48.134087
-1.381868,0.423585,48.195505,50.492216
-0.373301,-1.661146,49.403201,47.968090
-0.988267,-0.471552,48.726867,49.283780
-1.141987,-0.077179,48.519345,49.816185
0.592732,0.722234,50.552666,50.743380
-1.946396,-0.973832,47.583055,48.747446
-1.293721,1.242606,48.318314,51.453478
0.487982,0.324410,50.534423,50.362140
0.338117,0.741650,50.375342,50.766341
0.431518,-1.088418,50.486584,48.634037
0.050418,-1.659906,49.975222,47.969765
-1.342222,1.218495,48.252838,51.420929
-1.317457,-0.633787,48.272686,49.238015
0.573685,-0.890651,50.536088,48.872635
-1.706677,-0.575503,47.906676,49.285190
0.198972,0.400118,50.144259,50.464346
-0.857707,1.705158,48.896087,52.033409
-0.722117,-0.919054,49.076395,48.852904
-1.202253,-0.437704,48.437986,49.329475
1.159541,0.480289,51.323559,50.615816
1.283080,-1.009130,51.493772,48.712688
2.020010,0.594779,52.472998,50.635015
-1.223981,-0.401538,48.408653,49.378300
1.520107,1.053901,51.798129,51.254830
-1.013080,-0.845511,48.683596,48.952188
0.887715,0.547083,50.950894,50.506925
0.467783,-0.286876,50.507153,49.536904
-1.639426,-0.512208,47.997464,49.370639
0.162542,-0.151802,50.095078,49.719254
1.124779,-0.457550,51.276630,49.349732
2.110648,0.498971,52.581637,50.635335
-0.987003,0.541175,48.732384,50.506547
0.187855,-1.326408,50.157638,48.312751
-0.424987,0.495758,49.301915,50.593460
0.255034,0.445922,50.219942,50.526181
0.131945,-2.027796,50.085284,47.473113
1.701633,-0.757407,52.060521,49.049079
0.340161,1.124635,50.378103,51.283371
1.372470,0.446664,51.611013,50.570421
-0.716916,-2.052516,49.101248,47.457572
-2.057578,-0.371794,47.464469,49.415369
-1.901893,-0.034956,47.674642,49.870102
-1.695562,1.353141,47.956274,51.652948
-0.008230,0.542912,49.907774,50.498044
0.744823,-1.306597,50.767124,48.311108
-2.064806,0.125666,47.454711,50.086941
-0.521176,-0.993557,49.347666,48.752326
1.458668,-0.224703,51.727380,49.664075
0.384788,1.664162,50.441598,51.957878
1.392942,0.394184,51.638651,50.499573
-1.252676,0.672696,48.373726,50.684099
-0.530001,1.739094,49.338490,52.079222
-0.569181,-1.632308,49.300691,48.024854
1.126778,-0.228549,51.279328,49.658884
0.380898,2.069587,50.436347,52.505201
-0.510870,-0.270365,49.371354,49.555383
0.642079,-2.117927,50.677007,47.348313
1.576504,0.049452,51.860542,50.028485
0.264273,-1.957265,50.263927,47.568330
-0.589573,1.920000,49.258067,52.323446
-0.533457,-0.547293,49.331087,49.354782
-2.046346,-0.093500,47.479632,49.791067
0.672187,1.047773,50.659930,51.182857
0.554646,1.105745,50.501250,51.261119
-0.169658,1.515559,49.693096,51.757263
1.554754,0.440580,51.831180,50.556507
1.307670,-1.180973,51.526968,48.480700
1.020893,0.980662,51.130684,51.092258
0.346448,0.546495,50.386589,50.502882
-0.527819,1.125182,49.352283,51.294956
-0.769073,1.980065,49.015743,52.404533
1.025506,0.954367,51.136911,51.056759
-0.498245,-2.144152,49.234527,47.316032
-0.530074,-1.943491,49.353485,47.604757
-0.124464,-0.220258,49.707621,49.626838
0.673483,0.899381,50.661680,50.982528
-0.629682,-1.980069,49.219015,47.555376
-1.554124,-1.404582,48.112623,48.165934
-1.865457,-1.207786,47.692323,48.431608
-1.180959,-0.745020,48.456959,49.087851
0.701506,-1.110355,50.708648,48.576034
-0.113902,0.346793,49.721879,50.392357
1.202640,-0.858889,51.385179,48.915514
-0.081293,0.319898,49.765901,50.356049
-1.290446,-0.047708,48.318925,49.855971
0.972223,-0.857547,51.074115,48.917325
-0.011561,1.620784,49.906527,51.899318
0.690147,0.680603,50.684176,50.687177
-0.168633,-0.031044,49.647992,49.882277
-0.379207,0.893472,49.406955,50.971300
0.316828,-0.703917,50.331752,49.153114
0.646117,-0.626026,50.633872,49.229878
0.440354,-0.286777,50.470125,49.537038
0.565053,1.202250,50.515300,51.391401
-0.775308,-1.744800,49.022419,47.872989
1.224156,-0.639349,51.414225,49.211893
0.596980,1.145405,50.558401,51.314660
-0.486145,0.224603,49.219351,50.227401
0.494800,-1.366463,50.572015,48.258677
-0.743038,1.668508,49.050890,51.983930
-1.622574,-0.873067,48.020215,48.883478
0.136935,1.386857,50.103747,51.637370
